VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
2,2019-01-02 00:31:00,2019-01-02 00:31:46,5,0.04,1,N,74,74,3,-2.5,-0.5,-0.5,0.0,0.0,-0.3,-3.8,
2,2019-01-02 00:40:14,2019-01-02 00:41:49,1,0.0,2,N,59,59,3,-52.0,0.0,-0.5,0.0,0.0,-0.3,-52.8,
2,2019-01-02 00:47:10,2019-01-02 01:10:28,1,8.6,1,N,249,168,2,-27.5,-0.5,-0.5,0.0,0.0,-0.3,-28.8,
2,2019-01-02 00:19:22,2019-01-02 00:19:29,1,0.01,1,N,264,132,3,-2.5,-0.5,-0.5,0.0,0.0,-0.3,-3.8,
2,2019-01-02 00:54:31,2019-01-02 00:58:11,1,0.47,1,N,113,113,4,-4.0,-0.5,-0.5,0.0,0.0,-0.3,-5.3,
2,2019-01-02 00:53:21,2019-01-02 00:53:27,1,0.0,5,N,226,226,4,-13.0,0.0,0.0,2.66,0.0,-0.3,-10.64,
2,2019-01-02 00:07:34,2019-01-02 00:08:16,1,0.16,1,N,79,79,4,-3.0,-0.5,-0.5,0.0,0.0,-0.3,-4.3,
2,2019-01-02 00:06:32,2019-01-02 00:11:17,1,0.71,1,N,164,68,4,-5.0,-0.5,-0.5,0.0,0.0,-0.3,-6.3,
2,2019-01-02 00:39:33,2019-01-02 00:40:02,1,0.01,1,N,114,249,4,-2.5,-0.5,-0.5,0.0,0.0,-0.3,-3.8,
2,2019-01-02 01:03:10,2019-01-02 01:04:47,1,0.33,1,N,164,234,4,-3.5,-0.5,-0.5,0.0,0.0,-0.3,-4.8,
2,2019-01-02 01:09:17,2019-01-02 01:12:04,1,0.47,1,N,79,107,3,-4.0,-0.5,-0.5,0.0,0.0,-0.3,-5.3,
2,2019-01-02 01:45:00,2019-01-02 01:46:45,1,0.23,1,N,234,107,4,-3.5,-0.5,-0.5,0.0,0.0,-0.3,-4.8,
2,2019-01-02 02:33:41,2019-01-02 02:34:03,1,0.02,1,N,249,113,4,-2.5,-0.5,-0.5,0.0,0.0,-0.3,-3.8,
2,2019-01-02 02:28:43,2019-01-02 02:35:36,2,0.25,1,N,170,170,3,-3.0,-0.5,-0.5,0.0,0.0,-0.3,-4.3,
2,2019-01-02 02:41:24,2019-01-02 02:42:56,4,0.34,1,N,69,69,3,-3.5,-0.5,-0.5,0.0,0.0,-0.3,-4.8,
2,2019-01-02 03:43:45,2019-01-02 03:44:30,1,0.24,1,N,4,79,3,-3.0,-0.5,-0.5,0.0,0.0,-0.3,-4.3,
2,2019-01-02 03:32:12,2019-01-02 03:35:00,1,0.33,1,N,226,226,3,-4.0,-0.5,-0.5,-0.01,0.0,-0.3,-5.31,
2,2019-01-02 04:10:13,2019-01-02 04:16:13,3,0.81,1,N,186,170,4,-6.0,-0.5,-0.5,0.0,0.0,-0.3,-7.3,
2,2019-01-02 04:39:24,2019-01-02 04:39:51,1,0.0,1,N,264,100,3,-2.5,-0.5,-0.5,0.0,0.0,-0.3,-3.8,
2,2019-01-02 04:14:31,2019-01-02 04:19:39,1,0.85,1,N,141,162,4,-5.5,-0.5,-0.5,0.0,0.0,-0.3,-6.8,
2,2019-01-02 04:15:10,2019-01-02 04:18:05,1,0.03,1,N,79,79,3,-3.5,-0.5,-0.5,0.0,0.0,-0.3,-4.8,
2,2019-01-02 05:22:59,2019-01-02 05:23:08,1,0.12,1,N,259,240,3,-2.5,-0.5,-0.5,0.0,0.0,-0.3,-3.8,
2,2019-01-02 05:52:59,2019-01-02 05:53:08,1,0.0,1,N,254,254,3,-2.5,-0.5,-0.5,0.0,0.0,-0.3,-3.8,
2,2019-01-02 05:17:23,2019-01-02 05:19:08,1,0.56,1,N,79,107,4,-3.5,-0.5,-0.5,0.0,0.0,-0.3,-4.8,
2,2019-01-02 05:49:27,2019-01-02 05:49:31,1,0.0,1,N,264,86,3,-2.5,-0.5,-0.5,0.0,0.0,-0.3,-3.8,
2,2019-01-02 06:45:08,2019-01-02 06:48:24,2,0.75,1,N,186,100,4,-4.5,0.0,-0.5,0.0,0.0,-0.3,-5.3,
